"year","agency","type","pop","tot","weight","add_weight","Low","High","TotRate","WeightRate","AddRate","LowRate","HighRate","ori"
2019,"NEW CASTLE COUNTY PD NEW CASTLE","County",418534,34,45.9080569398775,11.9080569398775,44.862521431603,47.6139962001334,8.12359330424768,10.9687759990532,2.84518269480556,10.7189670209835,11.3763747270552,"DE0020300"
2020,"NEW CASTLE COUNTY PD NEW CASTLE","County",422025,70,96.5076793637952,26.5076793637952,94.9903643256315,99.6343091971677,16.5866951010011,22.8677636073207,6.28106850631957,22.5082315800324,23.608627260747,"DE0020300"
2021,"NEW CASTLE COUNTY PD NEW CASTLE","County",425296,90,123.137883515301,33.1378835153009,121.485867944719,126.266449238701,21.1617320642564,28.9534544212268,7.79172235697042,28.5650154115531,29.6890751943825,"DE0020300"
2022,"NEW CASTLE COUNTY PD NEW CASTLE","County",430598,99,134.442995634306,35.4429956343062,132.716108383144,138.163869753229,22.9912818916948,31.2223920302245,8.23111013852971,30.8213480748039,32.0865098661,"DE0020300"
2022,"TEMPE PD","City",187473,95,135.519099696781,40.5190996967811,133.427676009483,141.801366814878,50.673963717442,72.287262537422,21.61329881998,71.1716759263909,75.6382875480083,"AZ0072900"
2006,"ROCKFORD PD","City",153738,46,64.0406805062673,18.0406805062673,62.7487241255194,66.66336345501,29.9210344872445,41.6557263046659,11.7346918174214,40.8153638823969,43.3616694994146,"IL1010400"
2007,"ROCKFORD PD","City",155713,61,85.4977152011532,24.4977152011532,83.7804080597523,88.7746250293605,39.1746353868977,54.9072429412786,15.7326075543809,53.8043760378082,57.0116978218649,"IL1010400"
2008,"ROCKFORD PD","City",157262,61,83.918081817583,22.918081817583,82.5624332314958,86.3883416432163,38.7887728758378,53.361957636036,14.5731847601982,52.4999257490657,54.9327502150655,"IL1010400"
2009,"ROCKFORD PD","City",157943,54,74.0467665602379,20.0467665602379,72.8296416785665,76.018364088885,34.1895493944018,46.8819552371665,12.6924058427647,46.1113450286283,48.1302521092324,"IL1010400"
2010,"ROCKFORD PD","City",152871,90,119.777020443806,29.7770204438055,118.386093244306,121.776204202507,58.8731675726593,78.3516955104667,19.4785279378074,77.4418256204946,79.6594541819621,"IL1010400"
2011,"ROCKFORD PD","City",153331,103,138.577948216702,35.577948216702,137.144040023564,141.364480812799,67.1749352707541,90.3782980719502,23.2033628011961,89.4431263238117,92.195629594015,"IL1010400"
2012,"ROCKFORD PD","City",152293,93,124.953334467384,31.953334467384,123.603695686438,127.11335925915,61.0664968186325,82.0479828143014,20.9814859956689,81.1617708538394,83.4663177290813,"IL1010400"
2013,"ROCKFORD PD","City",150940,57,77.4338819569918,20.4338819569918,76.2404422551845,79.3274654274916,37.7633496753677,51.3011010712812,13.5377513959135,50.510429478723,52.555628347351,"IL1010400"
2014,"ROCKFORD PD","City",149586,76,104.594285239547,28.5942852395475,103.21809674745,106.629318242321,50.8068936932601,69.9225096195817,19.1156159263216,69.0025114298466,71.2829531121366,"IL1010400"
2015,"ROCKFORD PD","City",148178,99,135.545442006273,36.5454420062733,134.217632166803,137.965861202435,66.8115374751987,91.4747411938839,24.6632037186852,90.5786501145937,93.1081950103489,"IL1010400"
2016,"ROCKFORD PD","City",147363,77,104.86414323451,27.8641432345095,103.564008988671,107.042971734248,52.2519221242781,71.1604291677759,18.9085070434977,70.2781627604426,72.6389743247949,"IL1010400"
2017,"ROCKFORD PD","City",146770,61,83.5402342351313,22.5402342351313,82.3372356669254,85.5012224607183,41.5616270354977,56.9191484875188,15.3575214520211,56.0994996708628,58.2552445736311,"IL1010400"
2018,"ROCKFORD PD","City",146198,104,143.637810716479,39.637810716479,141.838977309615,147.18062371687,71.136404054775,98.2488205833726,27.1124165285975,97.018411544354,100.672118439972,"IL1010400"
2019,"ROCKFORD PD","City",145719,85,118.821719218258,33.8217192182577,117.437878592253,121.559500645357,58.3314461394876,81.541678997425,23.2102328579373,80.592015174585,83.4204878192668,"IL1010400"
2020,"ROCKFORD PD","City",144795,92,126.937207921751,34.9372079217511,125.481922859194,129.784775574423,63.538105597569,87.6668447955738,24.1287391980048,86.6617789697117,89.6334649500489,"IL1010400"
2021,"ROCKFORD PD","City",144027,81,113.031394606605,32.0313946066046,111.183748587816,117.063413989552,56.2394551021683,78.4793091618965,22.2398540597281,77.1964621826571,81.2787977181725,"IL1010400"
2022,"ROCKFORD PD","City",146710,97,138.942968502862,41.9429685028624,136.696212165033,143.265889309869,66.1168291186695,94.7058608839632,28.5890317652937,93.1744340297411,97.6524363096371,"IL1010400"
2021,"FT WAYNE PD","City",274295,65,91.425957480565,26.425957480565,89.6518968976267,94.7837378028566,23.6971144206056,33.331251929698,9.63413750909241,32.6844809047291,34.5554012296457,"IN0020100"
2022,"FT WAYNE PD","City",267791,98,139.369370950401,41.3693709504008,137.340536475896,144.496130250149,36.5957033656844,52.0440832404378,15.4483798747534,51.2864646219985,53.9585461237117,"IN0020100"
2022,"RICHMOND PD","City",115043,98,139.763652179264,41.7636521792637,137.122185539912,148.364312665104,85.1855393200803,121.488184573823,36.3026452537431,119.192115591485,128.964224390101,"CA0071000"
2021,"NORTH LAS VEGAS PD","City",275054,86,117.262745883457,31.2627458834567,115.556129486224,120.515184064225,31.2665876518793,42.6326270054087,11.3660393535294,42.0121610615458,43.8150996037961,"NV0020200"
2022,"NORTH LAS VEGAS PD","City",284422,103,141.119749816536,38.1197498165357,139.258841775652,145.226221413734,36.2137949947613,49.6163270831847,13.4025320884234,48.9620499735085,51.0601224285514,"NV0020200"
2002,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",350678,12,16.6645488761611,4.66454887616108,16.0833617044513,17.4710132780353,3.42194263683493,4.7520941935796,1.33015155674467,4.58636176334168,4.98206710373485,"UT0180000"
2003,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",323304,28,46.8028250877165,18.8028250877165,44.479561279312,52.3879737705215,8.66057951649222,14.4764138667373,5.81583435024512,13.7578134756489,16.2039361624111,"UT0180000"
2004,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",306636,26,39.7151438332511,13.7151438332511,37.6857448805812,44.6820031344348,8.47910878044326,12.9518855689649,4.47277678852161,12.2900588582493,14.5716755809608,"UT0180000"
2005,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",253890,7,10.6015015738217,3.6015015738217,9.72969181743096,12.7717198892022,2.75709953129308,4.17562786002667,1.41852832873359,3.83224696420929,5.03041470290371,"UT0180000"
2006,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",257957,12,16.6802631403,4.68026314030001,16.043779495315,17.5486460300946,4.65193811371663,6.46629598743202,1.81435787371539,6.21955577686009,6.80293460929325,"UT0180000"
2007,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",280392,15,21.3808514377081,6.38085143770806,20.3931987643445,23.5461247631279,5.34965334246341,7.62534289056323,2.27568954809982,7.27310292887976,8.3975736694085,"UT0180000"
2008,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",284605,23,31.8441902895417,8.8441902895417,30.49904187747,34.3661485243168,8.08137594209519,11.1889075348436,3.10753159274844,10.7162705776322,12.0750333002993,"UT0180000"
2009,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",237521,25,36.0821192844087,11.0821192844087,34.7393760471306,38.9831461452646,10.5253851238417,15.1911280621119,4.66574293827017,14.6258124743204,16.4125050607166,"UT0180000"
2010,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",233219,21,32.1113636674623,11.1113636674623,30.6940285885306,34.8286654215769,9.00441216195936,13.7687596925903,4.76434753063098,13.1610325867664,14.9338885003267,"UT0180000"
2011,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",266224,33,47.4173882622206,14.4173882622206,45.7752266142209,53.0710934499295,12.395576657251,17.8110870027573,5.41551034550625,17.1942524393822,19.934751731598,"UT0180000"
2012,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",330217,52,75.1232189783455,23.1232189783455,73.1883831276328,79.6167248869361,15.7472207669502,22.7496521918452,7.00243142489498,22.163723590134,24.1104258372331,"UT0180000"
2013,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",341186,87,131.154830417871,44.1548304178713,128.410786653473,139.337712333111,25.4992877785138,38.4408593605457,12.9415715820319,37.6365931349682,40.8392232779514,"UT0180000"
2014,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",342602,82,118.35536879981,36.3553687998103,116.186108519471,124.285420301989,23.9344779073094,34.5460238993965,10.6115459920871,33.912851798726,36.2769103221781,"UT0180000"
2015,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",346894,67,94.1593319656015,27.1593319656015,92.413578180951,97.6839813699338,19.3142573812173,27.143545857121,7.82928847590372,26.6402930523304,28.1596053462827,"UT0180000"
2016,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",349050,67,97.7423118422695,30.7423118422695,95.572061701845,102.353473414122,19.1949577424438,28.0023812755392,8.8074235330954,27.3806221750021,29.3234417459165,"UT0180000"
2017,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",351838,92,136.32881415565,44.3288141556496,133.656285626751,144.340384460358,26.1483978421887,38.7476094553885,12.5992116131997,37.9880188117118,41.0246717126513,"UT0180000"
2018,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",315234,45,68.4556040315697,23.4556040315697,66.1130898104325,74.5779797072957,14.2751099183464,21.7158060461656,7.44069612781923,20.972702757454,23.6579746179967,"UT0180000"
2019,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",266241,87,139.73344226756,52.7334422675605,136.741205985972,149.080130399299,32.6771609181155,52.4838181450492,19.8066572269337,51.3599355418483,55.9944300086385,"UT0180000"
2020,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",263714,107,161.538388424422,54.5383884244222,158.930528622343,170.415098829526,40.5742584769864,61.2551432326013,20.6808847556149,60.2662462449257,64.62118007748,"UT0180000"
2021,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",217034,99,166.049732994046,67.0497329940461,161.784141608869,218.48159841678,45.6149727692435,76.5086267561977,30.8936539869542,74.5432243836766,100.666991539012,"UT0180000"
2022,"UNIFIED POLICE DEPARTMENT OF GREATER SALT LAKE","County",210254,92,142.106276564603,50.106276564603,138.734185786706,187.180272403242,43.7565991610148,67.5879063250178,23.831307164003,65.9840886673766,89.0257842434587,"UT0180000"
1993,"WEST JORDAN PD","City",47912,2,3.37132623249639,1.37132623249639,2.91846542448005,4.07650590592092,4.1743195859075,7.03649656139671,2.86217697548921,6.09130369110046,8.50831922257664,"UT0180600"
1994,"WEST JORDAN PD","City",49148,4,7.32681847353239,3.32681847353239,6.40328064324348,9.01408119351405,8.13868316106454,14.9076635336787,6.76898037261412,13.0285680866841,18.3406877055303,"UT0180600"
1995,"WEST JORDAN PD","City",51105,1,1.67991760854048,0.679917608540481,1.39331149034253,2.15065936811566,1.95675569905097,3.28718835444767,1.33043265539669,2.72637019928095,4.20831497527768,"UT0180600"
1997,"WEST JORDAN PD","City",53933,2,3.10801711998295,1.10801711998295,2.73349639357254,3.52870627891371,3.70830474848423,5.76273732220154,2.05443257371731,5.06831882812478,6.54275912505091,"UT0180600"
1999,"WEST JORDAN PD","City",61675,1,1.23296944264649,0.232969442646493,1.11351495010321,1.37352134377885,1.6214025131739,1.99913975297364,0.377737239799745,1.80545593855405,2.22703095870101,"UT0180600"
2000,"WEST JORDAN PD","City",68336,1,1.50068535879608,0.500685358796083,1.32091094110218,1.73616181705656,1.46335752751112,2.19603921621998,0.732681688708855,1.93296496883367,2.54062546396711,"UT0180600"
2001,"WEST JORDAN PD","City",69457,1,1.36897562032939,0.368975620329388,1.20772954127172,1.57035370110614,1.43973969506313,1.9709685421619,0.531228847098764,1.73881616146928,2.26090055877181,"UT0180600"
2002,"WEST JORDAN PD","City",70879,3,4.18284297249265,1.18284297249265,3.88654836307741,4.5449653671297,4.2325653578634,5.90138542091825,1.66882006305485,5.48335665440738,6.41228765520069,"UT0180600"
2007,"WEST JORDAN PD","City",96681,1,1.3593469844121,0.359346984412101,1.18677064390203,1.5899610540387,1.03432939253835,1.4060125406358,0.371683148097455,1.22751175918953,1.64454345118348,"UT0180600"
2021,"WEST JORDAN PD","City",117862,39,67.7470448551611,28.7470448551611,65.1538930862443,77.7094391327193,33.0895454005532,57.4799722176453,24.3904268170921,55.27981290513,65.9325644675293,"UT0180600"
2022,"WEST JORDAN PD","City",115900,83,142.717818179403,59.7178181794026,138.751882971922,179.839357692187,71.6134598792062,123.138755978777,51.5252960995709,119.716896438241,155.167694298695,"UT0180600"
2005,"SIOUX FALLS PD","City",137590,2,2.99582104346147,0.995821043461471,2.68844384870388,3.39309447545087,1.45359401119267,2.17735376369029,0.723759752497617,1.95395293895187,2.46609090446316,"SD0490200"
2011,"SIOUX FALLS PD","City",155760,1,1.34042952890454,0.340429528904537,1.18733575319723,1.53958963874743,0.642013353877761,0.860573657488789,0.218560303611028,0.762285409089132,0.988437107567684,"SD0490200"
2013,"SIOUX FALLS PD","City",161754,51,72.2858676560796,21.2858676560796,70.8385072594837,75.8258007030792,31.5293593976038,44.6887666803168,13.159407282713,43.7939755798829,46.8772337642835,"SD0490200"
2014,"SIOUX FALLS PD","City",167339,74,101.757373858498,27.7573738584976,100.14189370676,105.865106016307,44.2216100251585,60.8091203237127,16.5875102985542,59.8437266308271,63.2638572098,"SD0490200"
2015,"SIOUX FALLS PD","City",172313,83,113.763217138902,30.7632171389016,112.3090416493,116.646376099716,48.1681591058133,66.0212619703108,17.8531028644975,65.1773468335527,67.6944723263574,"SD0490200"
2016,"SIOUX FALLS PD","City",175152,95,131.417663885929,36.4176638859292,130.03145774834,134.41048436298,54.2386041837946,75.0306384659777,20.792034282183,74.2392080868845,76.7393374685875,"SD0490200"
2017,"SIOUX FALLS PD","City",177888,79,108.690626124746,29.6906261247457,107.139443708884,112.004210341704,44.4099658211909,61.1005948263771,16.6906290051863,60.2285953571257,62.9633310519565,"SD0490200"
2018,"SIOUX FALLS PD","City",180335,61,84.7619462959771,23.7619462959771,83.2991459384777,88.0696435652416,33.8259350652951,47.0024933018977,13.1765582366025,46.1913360903195,48.836689253468,"SD0490200"
2019,"SIOUX FALLS PD","City",185628,90,127.714798446206,37.7147984462061,125.720887551738,132.780273676881,48.4840649040015,68.8014730785259,20.3174081745244,67.7273296871903,71.5303045213441,"SD0490200"
2020,"SIOUX FALLS PD","City",187370,117,166.800323224915,49.8003232249147,164.782021588573,172.153015341194,62.4432940171852,89.0218942332896,26.5786002161043,87.9447198530035,91.8786440418394,"SD0490200"
2021,"SIOUX FALLS PD","City",191508,92,132.732986751179,40.7329867511787,130.691074097971,137.930532317145,48.0397685736366,69.3093691914587,21.2696006178221,68.2431408076796,72.0233788234146,"SD0490200"
2022,"SIOUX FALLS PD","City",199879,100,145.656518583059,45.6565185830587,143.383261309571,152.420119139127,50.030268312329,72.8723470615016,22.8420787491726,71.7350303481461,76.2561945672767,"SD0490200"
2005,"YAVAPAI CO SO PRESCOTT","County",82413,4,5.56408019590126,1.56408019590126,5.17439865561789,6.02434317866867,4.8536031936709,6.75145935216684,1.89785615849594,6.27861946005835,7.30994282293894,"AZ0130000"
2021,"YAVAPAI CO SO PRESCOTT","County",90878,98,142.781705043611,44.7817050436113,140.859390669543,148.467397853919,107.836880213033,157.113608402046,49.276728189013,154.998339168493,163.370010182793,"AZ0130000"
2022,"YAVAPAI CO SO PRESCOTT","County",97005,101,145.947373617048,44.9473736170483,143.944158168504,151.554853835982,104.118344415236,150.453454581772,46.335110166536,148.388390462867,156.234064054412,"AZ0130000"
2022,"DANVILLE PD","City",28480,96,146.067522166605,50.0675221666046,143.912149822075,150.80910179209,337.078651685393,512.877535697348,175.798884011954,505.309514824703,529.526340562114,"IL0920300"
2021,"EAST BATON ROUGE CO SO BATON ROUGE","County",186728,150,212.504907183579,62.5049071835786,210.071190135944,218.891604170051,80.3307484683604,113.804521648376,33.4737731800151,112.501172901731,117.224842642802,"LA0170000"
2022,"EAST BATON ROUGE CO SO BATON ROUGE","County",197399,105,147.321854174592,42.3218541745919,145.265502675172,152.113544818551,53.1917588234996,74.6315098731969,21.4397510496973,73.5897865111635,77.0589237121519,"LA0170000"
1999,"KNOX CO SO KNOXVILLE","County",203011,11,15.5689033324647,4.56890333246469,14.9953081112702,16.3779760712246,5.41842560255356,7.66899494730073,2.25056934474718,7.3864510352987,8.06753135112118,"TN0470000"
2000,"KNOX CO SO KNOXVILLE","County",206505,14,19.1539222895827,5.15392228958272,18.6065886036458,19.8860696005707,6.7794968644827,9.27528257891224,2.49578571442954,9.01023636408117,9.6298247502824,"TN0470000"
2001,"KNOX CO SO KNOXVILLE","County",209998,57,79.667201138904,22.667201138904,78.6180842421244,81.2777936536851,27.1431156487205,37.9371237530377,10.7940081043172,37.4375395204356,38.7040798739441,"TN0470000"
2002,"KNOX CO SO KNOXVILLE","County",212094,21,28.6496561928701,7.6496561928701,27.9657999418214,29.5369142537168,9.90127019151885,13.5079993742728,3.60672918275392,13.1855686355207,13.9263318404655,"TN0470000"
2003,"KNOX CO SO KNOXVILLE","County",217320,26,35.2986452194495,9.29864521944946,34.4905164407497,36.2449324111028,11.9639241671268,16.2427044079926,4.27878024086576,15.8708431993142,16.6781393388104,"TN0470000"
2004,"KNOX CO SO KNOXVILLE","County",221945,40,53.5156712010172,13.5156712010172,52.6626627193332,54.710201378859,18.0224830476019,24.1121319250342,6.08964887743231,23.727798652519,24.6503419220343,"TN0470000"
2005,"KNOX CO SO KNOXVILLE","County",224275,24,32.5773395972802,8.57733959728024,31.8216663528958,33.5625242421973,10.7011481440196,14.5256223820222,3.82447423800256,14.1886819096626,14.9648976667918,"TN0470000"
2006,"KNOX CO SO KNOXVILLE","County",227702,28,36.8977945519361,8.89779455193611,36.1706192502325,37.8904270428341,12.2967738535454,16.2044226892764,3.90764883573096,15.885068752243,16.6403575914283,"TN0470000"
2007,"KNOX CO SO KNOXVILLE","County",237536,10,13.2609254691648,3.2609254691648,12.754295582158,13.9691174274246,4.2098881853698,5.58270134597063,1.37281316060083,5.36941582840412,5.8808422417758,"TN0470000"
2008,"KNOX CO SO KNOXVILLE","County",244494,16,21.2243058139604,5.2243058139604,20.6696483646499,22.0614471619334,6.54412787225862,8.68091070290494,2.13678283064631,8.45405137330563,9.02330820467308,"TN0470000"
2009,"KNOX CO SO KNOXVILLE","County",251067,25,32.3613082362498,7.36130823624984,31.6321604571412,33.3261249815665,9.95750138409269,12.8895108621403,2.93200947804763,12.599091261353,13.2737974252158,"TN0470000"
2010,"KNOX CO SO KNOXVILLE","County",253352,26,34.5556042494495,8.55560424944954,33.7428631757511,35.5698410741805,10.2624017177682,13.639365092618,3.37696337484983,13.3185698852786,14.0396922361696,"TN0470000"
2011,"KNOX CO SO KNOXVILLE","County",255637,23,30.3230303337445,7.32303033374454,29.6502816694411,31.2959502974595,8.99713265294148,11.8617533196464,2.86462066670495,11.5985877120453,12.2423398402655,"TN0470000"
2012,"KNOX CO SO KNOXVILLE","County",258284,38,50.7330666648027,12.7330666648027,49.8249660761927,52.0623468286065,14.7124870297812,19.6423575075509,4.9298704777697,19.2907675567177,20.1570158541011,"TN0470000"
2013,"KNOX CO SO KNOXVILLE","County",261228,13,18.4511782937324,5.45117829373237,17.5681678953529,20.0462292558127,4.97649562833999,7.06324677819084,2.08675114985085,6.7252239022436,7.6738440197118,"TN0470000"
2014,"KNOX CO SO KNOXVILLE","County",264396,20,26.5276120174854,6.52761201748539,25.8452430792165,27.3632979600873,7.5644109593186,10.0332879534809,2.46887699416231,9.77520199973392,10.3493615486192,"TN0470000"
2015,"KNOX CO SO KNOXVILLE","County",267044,16,21.4673272785918,5.46732727859179,20.8385602548067,22.2512218165143,5.99152199637513,8.03887272456666,2.04735072819153,7.80341825871642,8.33241780999173,"TN0470000"
2016,"KNOX CO SO KNOXVILLE","County",268450,13,17.4039371858704,4.40393718587036,16.8108933352644,18.0988341609281,4.84261501210654,6.48312057585039,1.64050556374385,6.26220649479024,6.7419758468721,"TN0470000"
2017,"KNOX CO SO KNOXVILLE","County",273411,87,116.715542386342,29.7155423863417,115.385185985864,119.212926351908,31.8202266916839,42.6886783583476,10.8684516666636,42.202100861291,43.6020958746752,"TN0470000"
2018,"KNOX CO SO KNOXVILLE","County",277394,117,156.362203702153,39.362203702153,154.943833668451,158.742509894755,42.1782735026713,56.3682717370069,14.1899982343356,55.856952085644,57.2263675114657,"TN0470000"
2019,"KNOX CO SO KNOXVILLE","County",281032,86,115.893988929756,29.8939889297564,114.374383087513,118.896796160463,30.6014973383814,41.2387162066087,10.6372188682273,40.6979927864134,42.3072092005405,"TN0470000"
2020,"KNOX CO SO KNOXVILLE","County",285998,77,104.749312709882,27.7493127098819,103.284019356095,106.900967792097,26.9232651976587,36.6258899397485,9.70262474208977,36.1135460234321,37.3782221526363,"TN0470000"
2021,"KNOX CO SO KNOXVILLE","County",290703,114,156.008165094145,42.0081650941453,154.532583214664,159.577351073917,39.2152815760415,53.6658256344604,14.4505440584188,53.1582347669834,54.8936031186182,"TN0470000"
2022,"KNOX CO SO KNOXVILLE","County",299956,108,147.817419126486,39.8174191264859,146.204420097226,151.426935263929,36.0052807745136,49.2797007316026,13.274419957089,48.7419555192183,50.4830492685356,"TN0470000"
2016,"ARLINGTON PD","City",392058,1,1.39062677345782,0.390626773457822,1.22302367865541,1.63011436196218,0.255064301710461,0.354699246911891,0.0996349452014299,0.311949680571601,0.415783981442077,"TX2200100"
2017,"ARLINGTON PD","City",396489,107,139.944242134268,32.9442421342681,138.573733596324,142.126196672863,26.986877315638,35.2958700327797,8.30899271714173,34.9502088573261,35.8461890929793,"TX2200100"
2018,"ARLINGTON PD","City",400920,126,165.48636117388,39.4863611738802,163.994785400014,168.189969307355,31.427716252619,41.2766539892947,9.84893773667569,40.9046157338158,41.9510050153035,"TX2200100"
2019,"ARLINGTON PD","City",402304,98,129.090134258459,31.0901342584585,127.854145910556,131.587964623095,24.3596881959911,32.0877083644355,7.72802016844439,31.7804809076111,32.7085896792215,"TX2200100"
2020,"ARLINGTON PD","City",402700,156,207.96393266416,51.9639326641597,206.248440621482,211.350951846648,38.7385150235908,51.6423969863818,12.9038819627911,51.2163994590221,52.483474508728,"TX2200100"
2021,"ARLINGTON PD","City",402323,118,158.538075588913,40.538075588913,156.552950347135,162.923427004545,29.3296679533609,39.405670465997,10.0760025126361,38.9122546678004,40.4956781005671,"TX2200100"
2022,"ARLINGTON PD","City",391591,110,150.445707309932,40.4457073099321,148.761949126087,153.81743363843,28.0905332349313,38.4190921931127,10.3285589581814,37.9891134183592,39.2801248339287,"TX2200100"
1993,"PEORIA PD","City",114807,5,7.86564746896019,2.86564746896019,7.16344018066794,8.82756637153384,4.35513513984339,6.85119153793775,2.49605639809436,6.23955001059861,7.68904890079337,"IL0720700"
2022,"PEORIA PD","City",110551,107,151.281731107603,44.2817311076034,149.438204693215,155.312645140924,96.7879078434388,136.843385503165,40.0554776597257,135.175805459214,140.489588643182,"IL0720700"
2020,"PIMA CO SHERIFF'S DEPARTMENT TUCSON","County",374380,98,140.997113906497,42.9971139064974,139.248698125538,147.111189332857,26.1766119985042,37.6614973840743,11.4848853855701,37.1944810421332,39.2946175898437,"AZ0100000"
2021,"PIMA CO SHERIFF'S DEPARTMENT TUCSON","County",337376,101,147.495517755499,46.4955177554988,145.437804931667,155.057776946955,29.9369249739163,43.7184381092605,13.7815131353442,43.1085213327761,45.9599310404282,"AZ0100000"
2022,"PIMA CO SHERIFF'S DEPARTMENT TUCSON","County",365046,105,151.663567177387,46.6635671773867,149.487371636054,161.264748508665,28.7634982988445,41.5464262524139,12.7829279535693,40.9502834262131,44.1765554227865,"AZ0100000"
2020,"IRVING POLICE DEPARTMENT","City",242976,126,165.564473330983,39.5644733309835,163.917599426643,169.448130755909,51.8569735282497,68.1402580217731,16.2832844935234,67.4624651927115,69.7386288176234,"TX0571500"
2021,"IRVING POLICE DEPARTMENT","City",241692,130,173.297468558826,43.2974685588256,171.430556618173,177.382379002235,53.7874650381477,71.7017810100565,17.9143159719087,70.9293466966938,73.3919116074323,"TX0571500"
2022,"IRVING POLICE DEPARTMENT","City",254141,116,154.5344523822,38.5344523822002,152.812865027529,158.205459865226,45.6439535533424,60.8065807493479,15.1626271960055,60.1291664971528,62.2510574308065,"TX0571500"
2021,"SIKESTON","City",15931,72,108.694246684123,36.694246684123,106.883307524785,111.992595253192,451.949030192706,682.281380228002,230.332350035296,670.913988605768,702.985344631171,"MO1010600"
2022,"SIKESTON","City",16024,103,154.83648932399,51.8364893239903,152.767750115982,159.94826600449,642.785821268098,966.278640314468,323.49281904637,953.368385646421,998.179393437906,"MO1010600"
1997,"SPRINGFIELD PD","City",151063,145,229.548266345889,84.5482663458887,226.293628900252,248.146960047224,95.986442742432,151.955320856787,55.9688781143554,149.800830713181,164.267199808837,"MA0071800"
1998,"SPRINGFIELD PD","City",150509,143,223.163636602714,80.163636602714,220.26951461236,239.840274047839,95.010929578962,148.272619313605,53.2616897346431,146.349729658931,159.352778935372,"MA0071800"
1999,"SPRINGFIELD PD","City",148820,152,225.129585927805,73.1295859278048,222.329999670925,236.909148029199,102.136809568606,151.27643188268,49.1396223140739,149.3952423538,159.191740377099,"MA0071800"
2000,"SPRINGFIELD PD","City",152082,160,231.526996793602,71.5269967936017,228.431568832111,243.513645628269,105.20640180955,152.238264090163,47.0318622806129,150.202896353356,160.119965300476,"MA0071800"
2001,"SPRINGFIELD PD","City",152806,186,265.008113092175,79.0081130921748,262.186932998405,276.016378717292,121.722968993364,173.427818994133,51.7048500007688,171.581569439947,180.631898431535,"MA0071800"
2002,"SPRINGFIELD PD","City",153967,124,173.832656710199,49.8326567101994,171.549011722398,180.943326912165,80.5367383919931,112.902541914955,32.3658035229623,111.419337729772,117.520849865338,"MA0071800"
2003,"SPRINGFIELD PD","City",152048,94,131.801756584653,37.8017565846527,129.302204571312,139.572956360472,61.8225823424182,86.6843079715963,24.8617256291781,85.0403849911292,91.7953253975533,"MA0071800"
2004,"SPRINGFIELD PD","City",151757,159,220.415371281874,61.4153712818737,217.84965089022,229.646411862463,104.772761717746,145.242309271977,40.4695475542306,143.551632471794,151.325086725794,"MA0071800"
2005,"SPRINGFIELD PD","City",151670,133,174.775057798915,41.7750577989146,172.685432385879,179.639580326853,87.6903804311993,115.233769235125,27.543388803926,113.856024517623,118.44107623581,"MA0071800"
2006,"SPRINGFIELD PD","City",152644,97,123.768280322389,26.7682803223887,122.312322013536,126.938726149601,63.5465527632924,81.0829644941096,17.5364117308172,80.1291383962266,83.1599841131001,"MA0071800"
2007,"SPRINGFIELD PD","City",151074,88,112.304509383876,24.3045093838756,110.726169441042,115.850272735507,58.2495995340032,74.3374170167439,16.0878174827407,73.2926707713052,76.6844544630491,"MA0071800"
2008,"SPRINGFIELD PD","City",151249,106,133.833303374009,27.8333033740091,132.483549609627,136.327646659659,70.0831079874908,88.4854137045595,18.4023057170686,87.5930086212978,90.1345771936735,"MA0071800"
2009,"SPRINGFIELD PD","City",153533,99,124.955465833931,25.9554658339311,123.635350630194,127.205644603702,64.4812515876066,81.3867154513565,16.9054638637499,80.5268903950254,82.8523148793435,"MA0071800"
2010,"SPRINGFIELD PD","City",153060,141,177.341441664273,36.3414416642727,175.86104738185,180.08419579754,92.1207369658957,115.864002132675,23.7432651667795,114.896803463903,117.655949168653,"MA0071800"
